readFileIntoArray: C:\Users\Tango\Desktop\Projects\DS2_P2\scala\scalation\data\forestfires_cleaned.csv
load: read 99 data rows so far ...
load: read 199 data rows so far ...
load: read 299 data rows so far ...
load: read 399 data rows so far ...
load: read 499 data rows so far ...
load: read in an 517-by-13 matrix from forestfires_cleaned.csv
ox_fname = Array(intercept, X, Y, month, day, FFMC, DMC, DC, ISI, temp, RH, wind, rain)
---------------------------------------------
| NeuralNet_3L for ForestFires with sigmoid |
---------------------------------------------
 scaled: x = 
MatrixD(1.00000,	0.750000,	0.428571,	0.181818,	0.666667,	0.870968,	0.0864921,	0.101325,	0.0909091,	0.192926,	0.423529,	0.700000,	0.00000,
 	1.00000,	0.625000,	0.428571,	0.727273,	0.666667,	0.962581,	0.482771,	0.827958,	0.247772,	0.665595,	0.341176,	0.555556,	0.00000,
 	1.00000,	0.500000,	0.428571,	0.181818,	0.833333,	0.941935,	0.119573,	0.0854931,	0.139037,	0.414791,	0.141176,	0.555556,	0.00000,
 	1.00000,	0.875000,	0.428571,	0.818182,	0.00000,	0.854194,	0.109235,	0.769673,	0.0534759,	0.466238,	0.376471,	0.500000,	0.00000,
 	1.00000,	0.625000,	0.285714,	0.181818,	0.333333,	0.909677,	0.0923501,	0.0737657,	0.112299,	0.440514,	0.235294,	0.400000,	0.00000,
 	1.00000,	0.625000,	0.285714,	0.272727,	0.833333,	0.872258,	0.0906272,	0.104609,	0.0909091,	0.228296,	0.341176,	0.455556,	0.00000,
 	1.00000,	0.625000,	0.285714,	0.727273,	0.166667,	0.932903,	0.442453,	0.802979,	0.124777,	0.517685,	0.294118,	0.255556,	0.00000,
 	1.00000,	0.500000,	0.285714,	0.727273,	0.00000,	0.943226,	0.266713,	0.840155,	0.163993,	0.543408,	0.270588,	0.255556,	0.00000,
 	1.00000,	0.750000,	0.285714,	0.454545,	1.00000,	0.975484,	0.328050,	0.225284,	1.00000,	0.604502,	0.341176,	0.455556,	0.00000,
 	1.00000,	0.750000,	0.285714,	0.636364,	0.833333,	0.922581,	0.378360,	0.620969,	0.110517,	0.556270,	0.329412,	0.600000,	0.00000,
 	1.00000,	0.750000,	0.285714,	0.636364,	0.833333,	0.965161,	0.476568,	0.687581,	0.361854,	0.691318,	0.200000,	0.600000,	0.00000,
 	1.00000,	0.750000,	0.285714,	0.636364,	1.00000,	0.938065,	0.486906,	0.696024,	0.188948,	0.453376,	0.529412,	0.555556,	0.00000,
 	1.00000,	0.750000,	0.285714,	0.727273,	0.666667,	0.950968,	0.402481,	0.774129,	0.217469,	0.540193,	0.223529,	0.600000,	0.00000,
 	1.00000,	0.750000,	0.285714,	0.727273,	0.00000,	0.931613,	0.432116,	0.795825,	0.124777,	0.553055,	0.388235,	0.100000,	0.00000,
 	1.00000,	0.625000,	0.142857,	0.727273,	0.833333,	0.963871,	0.497243,	0.836754,	0.144385,	0.900322,	0.105882,	0.255556,	0.00000,
 	1.00000,	0.625000,	0.142857,	0.727273,	1.00000,	0.965161,	0.510682,	0.845198,	0.144385,	0.662379,	0.282353,	0.355556,	0.00000,
 	1.00000,	0.625000,	0.142857,	0.727273,	0.666667,	0.975484,	0.289456,	0.802627,	0.283422,	0.745981,	0.105882,	0.355556,	0.00000,
 	1.00000,	0.625000,	0.142857,	0.727273,	0.00000,	0.901935,	0.312543,	0.823267,	0.126560,	0.289389,	0.741176,	0.800000,	0.00000,
 	1.00000,	0.625000,	0.142857,	0.727273,	0.666667,	0.901935,	0.236389,	0.819632,	0.103387,	0.591640,	0.258824,	0.155556,	0.00000,
 	1.00000,	0.625000,	0.142857,	0.727273,	1.00000,	0.941935,	0.256720,	0.833118,	0.139037,	0.498392,	0.282353,	0.355556,	0.00000,
 	1.00000,	0.625000,	0.142857,	0.727273,	0.00000,	0.943226,	0.266713,	0.840155,	0.163993,	0.610932,	0.200000,	0.255556,	0.00000,
 	1.00000,	0.625000,	0.142857,	0.727273,	0.166667,	0.923871,	0.274294,	0.847074,	0.112299,	0.514469,	0.552941,	0.455556,	0.00000,
 	1.00000,	0.625000,	0.142857,	0.818182,	0.166667,	0.927742,	0.118194,	0.775419,	0.119430,	0.627010,	0.105882,	0.455556,	0.00000,
 	1.00000,	0.750000,	0.285714,	0.818182,	0.666667,	0.920000,	0.139214,	0.791251,	0.155080,	0.292605,	0.529412,	0.555556,	0.00000,
 	1.00000,	0.750000,	0.142857,	0.818182,	0.833333,	0.927742,	0.146795,	0.796294,	0.119430,	0.501608,	0.141176,	0.400000,	0.00000,
 	1.00000,	0.375000,	0.285714,	0.181818,	0.166667,	0.895484,	0.0847691,	0.0700129,	0.0677362,	0.382637,	0.329412,	0.255556,	0.00000,
 	1.00000,	0.375000,	0.285714,	0.545455,	0.166667,	0.784516,	0.205031,	0.420781,	0.0267380,	0.678457,	0.258824,	0.300000,	0.00000,
 	1.00000,	0.375000,	0.285714,	0.636364,	0.833333,	0.922581,	0.330117,	0.722763,	0.158645,	0.520900,	0.317647,	0.700000,	0.00000,
 	1.00000,	0.375000,	0.285714,	0.636364,	0.166667,	0.981935,	0.369400,	0.749619,	0.303030,	0.463023,	0.458824,	0.555556,	0.00000,
 	1.00000,	0.375000,	0.285714,	0.727273,	0.833333,	0.952258,	0.299449,	0.810015,	0.126560,	0.559486,	0.388235,	0.255556,	0.00000,
 	1.00000,	0.375000,	0.285714,	0.727273,	0.333333,	0.921290,	0.281875,	0.853524,	0.110517,	0.344051,	0.694118,	0.500000,	0.00000,
 	1.00000,	0.500000,	0.571429,	0.727273,	0.333333,	0.975484,	0.289456,	0.802627,	0.283422,	0.762058,	0.105882,	0.400000,	0.00000,
 	1.00000,	0.500000,	0.571429,	0.727273,	0.00000,	0.931613,	0.432116,	0.795825,	0.124777,	0.401929,	0.647059,	0.355556,	0.00000,
 	1.00000,	0.625000,	0.571429,	0.545455,	0.00000,	0.974194,	0.210889,	0.510144,	0.196078,	0.668810,	0.247059,	0.300000,	0.00000,
 	1.00000,	0.375000,	0.285714,	0.181818,	0.00000,	0.883871,	0.0785665,	0.0666119,	0.0730838,	0.308682,	0.235294,	0.155556,	0.00000,
 	1.00000,	0.375000,	0.285714,	0.181818,	0.00000,	0.889032,	0.176085,	0.112466,	0.0891266,	0.282958,	0.364706,	0.600000,	0.00000,
 	1.00000,	0.375000,	0.285714,	0.727273,	0.500000,	0.957419,	0.468298,	0.819163,	0.163993,	0.598071,	0.0235294,	0.100000,	0.00000,
 	1.00000,	0.375000,	0.142857,	0.636364,	1.00000,	0.922581,	0.339421,	0.730972,	0.112299,	0.620579,	0.223529,	0.200000,	0.00000,
 	1.00000,	0.375000,	0.142857,	0.636364,	0.333333,	0.947097,	0.379394,	0.757828,	0.171123,	0.585209,	0.317647,	0.500000,	0.00000,
 	1.00000,	0.375000,	0.142857,	0.636364,	0.333333,	0.947097,	0.379394,	0.757828,	0.171123,	0.585209,	0.317647,	0.500000,	0.00000,
 	1.00000,	0.375000,	0.142857,	0.636364,	0.500000,	0.941935,	0.390076,	0.766272,	0.112299,	0.495177,	0.352941,	0.355556,	0.00000,
 	1.00000,	0.375000,	0.142857,	0.727273,	0.500000,	0.957419,	0.468298,	0.819163,	0.163993,	0.819936,	0.105882,	0.200000,	0.00000,
 	1.00000,	0.375000,	0.142857,	0.727273,	0.166667,	0.923871,	0.274294,	0.847074,	0.112299,	0.501608,	0.564706,	0.500000,	0.00000,
 	1.00000,	0.375000,	0.142857,	0.818182,	1.00000,	0.953548,	0.156444,	0.802041,	0.156863,	0.372990,	0.411765,	0.255556,	0.00000,
 	1.00000,	0.125000,	0.00000,	0.0909091,	0.00000,	0.842581,	0.0282564,	0.0306087,	0.0374332,	0.376206,	0.294118,	0.555556,	0.00000,
 	1.00000,	0.125000,	0.00000,	0.0909091,	0.666667,	0.876129,	0.0416954,	0.0411634,	0.0944742,	0.324759,	0.423529,	0.0555556,	0.00000,
 	1.00000,	0.125000,	0.00000,	0.181818,	1.00000,	0.910968,	0.172984,	0.110590,	0.171123,	0.299035,	0.282353,	0.600000,	0.00000,
 	1.00000,	0.125000,	0.00000,	0.181818,	1.00000,	0.910968,	0.172984,	0.110590,	0.171123,	0.106109,	0.517647,	0.655556,	0.00000,
 	1.00000,	0.125000,	0.00000,	0.636364,	0.500000,	0.958710,	0.255686,	0.537938,	0.137255,	0.533762,	0.235294,	0.500000,	0.00000,
 	1.00000,	0.125000,	0.00000,	0.636364,	1.00000,	0.922581,	0.339421,	0.730972,	0.112299,	0.598071,	0.211765,	0.255556,	0.00000,
 	1.00000,	0.125000,	0.00000,	0.636364,	0.00000,	0.934194,	0.351826,	0.739885,	0.103387,	0.672026,	0.188235,	0.300000,	0.00000,
 	1.00000,	0.125000,	0.00000,	0.636364,	0.500000,	0.941935,	0.390076,	0.766272,	0.112299,	0.527331,	0.341176,	0.455556,	0.00000,
 	1.00000,	0.125000,	0.00000,	0.727273,	0.666667,	0.950968,	0.402481,	0.774129,	0.217469,	0.668810,	0.258824,	0.455556,	0.00000,
 	1.00000,	0.125000,	0.00000,	0.727273,	0.666667,	0.950968,	0.402481,	0.774129,	0.217469,	0.559486,	0.211765,	0.555556,	0.00000,
 	1.00000,	0.125000,	0.00000,	0.727273,	0.666667,	0.950968,	0.402481,	0.774129,	0.217469,	0.559486,	0.211765,	0.655556,	0.00000,
 	1.00000,	0.375000,	0.428571,	0.181818,	0.666667,	0.941935,	0.110958,	0.0816231,	0.160428,	0.482315,	0.129412,	0.455556,	0.00000,
 	1.00000,	0.375000,	0.428571,	0.181818,	0.666667,	0.935484,	0.162646,	0.105430,	0.222816,	0.437299,	0.141176,	0.800000,	0.00000,
 	1.00000,	0.375000,	0.428571,	0.727273,	0.666667,	0.975484,	0.289456,	0.802627,	0.283422,	0.498392,	0.258824,	0.355556,	0.00000,
 	1.00000,	0.500000,	0.285714,	0.181818,	0.666667,	0.941935,	0.110958,	0.0816231,	0.160428,	0.430868,	0.117647,	0.655556,	0.00000,
 	1.00000,	0.500000,	0.285714,	0.636364,	0.166667,	0.904516,	0.503790,	0.711387,	0.160428,	0.485531,	0.329412,	0.455556,	0.00000,
 	1.00000,	0.500000,	0.285714,	0.727273,	0.666667,	0.962581,	0.482771,	0.827958,	0.247772,	0.816720,	0.176471,	0.100000,	0.00000,
 	1.00000,	1.00000,	1.00000,	0.0909091,	0.500000,	0.845161,	0.0196416,	0.0219303,	0.137255,	0.144695,	0.752941,	0.300000,	0.00000,
 	1.00000,	1.00000,	1.00000,	0.0909091,	0.666667,	0.876129,	0.0416954,	0.0411634,	0.0944742,	0.434084,	0.329412,	0.300000,	0.00000,
 	1.00000,	0.00000,	0.142857,	0.181818,	0.00000,	0.889032,	0.176085,	0.112466,	0.0891266,	0.196141,	0.670588,	0.300000,	0.00000,
 	1.00000,	0.00000,	0.00000,	0.636364,	0.666667,	0.921290,	0.368367,	0.612056,	0.222816,	0.401929,	0.600000,	0.255556,	0.00000,
 	1.00000,	0.00000,	0.00000,	0.636364,	0.166667,	0.932903,	0.413853,	0.649349,	0.124777,	0.623794,	0.0470588,	0.700000,	0.00000,
 	1.00000,	0.00000,	0.00000,	0.636364,	1.00000,	0.938065,	0.486906,	0.696024,	0.188948,	0.556270,	0.282353,	0.655556,	0.00000,
 	1.00000,	0.00000,	0.00000,	0.636364,	1.00000,	0.922581,	0.339421,	0.730972,	0.112299,	0.504823,	0.341176,	0.200000,	0.00000,
 	1.00000,	0.00000,	0.00000,	0.636364,	0.166667,	0.981935,	0.369400,	0.749619,	0.303030,	0.527331,	0.423529,	0.455556,	0.00000,
 	1.00000,	0.00000,	0.00000,	0.636364,	0.333333,	0.947097,	0.379394,	0.757828,	0.171123,	0.463023,	0.376471,	0.0555556,	0.00000,
 	1.00000,	0.00000,	0.00000,	0.636364,	0.500000,	0.941935,	0.390076,	0.766272,	0.112299,	0.578778,	0.352941,	0.355556,	0.00000,
 	1.00000,	0.00000,	0.00000,	0.727273,	0.500000,	0.957419,	0.468298,	0.819163,	0.163993,	0.620579,	0.00000,	0.0555556,	0.00000,
 	1.00000,	0.00000,	0.00000,	0.727273,	0.500000,	0.957419,	0.468298,	0.819163,	0.163993,	0.745981,	0.141176,	0.200000,	0.00000,
 	1.00000,	0.00000,	0.00000,	0.727273,	0.500000,	0.957419,	0.468298,	0.819163,	0.163993,	0.649518,	0.223529,	0.200000,	0.00000,
 	1.00000,	0.00000,	0.00000,	0.727273,	1.00000,	0.965161,	0.510682,	0.845198,	0.144385,	0.742765,	0.247059,	0.355556,	0.00000,
 	1.00000,	0.625000,	0.428571,	0.181818,	0.833333,	0.941935,	0.119573,	0.0854931,	0.139037,	0.488746,	0.117647,	0.500000,	0.00000,
 	1.00000,	0.625000,	0.428571,	0.636364,	0.833333,	0.922581,	0.330117,	0.722763,	0.158645,	0.401929,	0.517647,	0.600000,	0.00000,
 	1.00000,	0.875000,	0.571429,	0.181818,	0.666667,	0.941935,	0.119573,	0.0854931,	0.139037,	0.488746,	0.105882,	0.555556,	0.00000,
 	1.00000,	0.875000,	0.571429,	0.636364,	1.00000,	0.949677,	0.290145,	0.563035,	0.262032,	0.598071,	0.200000,	0.655556,	0.00000,
 	1.00000,	0.875000,	0.571429,	0.636364,	1.00000,	0.938065,	0.486906,	0.696024,	0.188948,	0.514469,	0.329412,	0.500000,	0.00000,
 	1.00000,	0.875000,	0.571429,	0.636364,	0.00000,	0.934194,	0.351826,	0.739885,	0.103387,	0.681672,	0.0823529,	0.255556,	0.00000,
 	1.00000,	0.375000,	0.285714,	0.727273,	1.00000,	0.916129,	0.306340,	0.816817,	0.0855615,	0.501608,	0.576471,	0.100000,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.0909091,	0.833333,	0.841290,	0.0237767,	0.0261522,	0.0463458,	0.337621,	0.388235,	0.155556,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.181818,	0.833333,	0.649032,	0.00447967,	0.00891287,	0.0124777,	0.488746,	0.105882,	0.555556,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.636364,	1.00000,	0.938065,	0.486906,	0.696024,	0.188948,	0.302251,	0.847059,	0.455556,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.636364,	1.00000,	0.938065,	0.486906,	0.696024,	0.188948,	0.565916,	0.282353,	0.555556,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.636364,	1.00000,	0.938065,	0.486906,	0.696024,	0.188948,	0.565916,	0.282353,	0.555556,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.636364,	0.166667,	0.904516,	0.503790,	0.711387,	0.160428,	0.392283,	0.600000,	0.555556,	0.00000,
 	1.00000,	0.125000,	0.285714,	0.636364,	0.166667,	0.981935,	0.369400,	0.749619,	0.303030,	0.575563,	0.294118,	0.400000,	0.00000,
 	1.00000,	0.125000,	0.285714,	0.727273,	0.833333,	0.952258,	0.413508,	0.781635,	0.153298,	0.704180,	0.164706,	0.455556,	0.00000,
 	1.00000,	0.125000,	0.285714,	0.00000,	0.833333,	0.818065,	0.00895934,	0.00164184,	0.0516934,	0.0996785,	0.741176,	0.300000,	0.00000,
 	1.00000,	0.375000,	0.428571,	0.181818,	0.666667,	0.867097,	0.0634045,	0.0579336,	0.0499109,	0.337621,	0.435294,	0.655556,	0.00000,
 	1.00000,	0.375000,	0.428571,	0.181818,	0.500000,	0.938065,	0.101999,	0.0778703,	0.133690,	0.514469,	0.164706,	0.300000,	0.00000,
 	1.00000,	0.375000,	0.428571,	0.636364,	1.00000,	0.922581,	0.339421,	0.730972,	0.112299,	0.617363,	0.211765,	0.300000,	0.00000,
 	1.00000,	0.375000,	0.428571,	0.727273,	0.833333,	0.952258,	0.299449,	0.810015,	0.126560,	0.581994,	0.352941,	0.300000,	0.00000,
 	1.00000,	0.375000,	0.428571,	0.727273,	0.00000,	0.901935,	0.312543,	0.823267,	0.126560,	0.488746,	0.482353,	0.555556,	0.00000,
 	1.00000,	0.375000,	0.285714,	0.181818,	0.666667,	0.867097,	0.0634045,	0.0579336,	0.0499109,	0.369775,	0.329412,	0.600000,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.181818,	0.666667,	0.941935,	0.110958,	0.0816231,	0.160428,	0.533762,	0.0352941,	0.455556,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.727273,	1.00000,	0.916129,	0.306340,	0.816817,	0.0855615,	0.662379,	0.282353,	0.355556,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.727273,	0.00000,	0.943226,	0.266713,	0.840155,	0.163993,	0.536977,	0.235294,	0.255556,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.181818,	0.166667,	0.895484,	0.0847691,	0.0700129,	0.0677362,	0.437299,	0.141176,	0.800000,	0.00000,
 	1.00000,	0.250000,	0.428571,	0.181818,	0.166667,	0.895484,	0.0847691,	0.0700129,	0.0677362,	0.427653,	0.141176,	0.655556,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.181818,	0.833333,	0.941935,	0.119573,	0.0854931,	0.139037,	0.302251,	0.176471,	0.655556,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.181818,	0.833333,	0.941935,	0.119573,	0.0854931,	0.139037,	0.418006,	0.141176,	0.500000,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.181818,	0.00000,	0.921290,	0.133012,	0.0922951,	0.110517,	0.270096,	0.176471,	0.400000,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.636364,	0.500000,	0.958710,	0.255686,	0.537938,	0.137255,	0.559486,	0.247059,	0.300000,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.636364,	0.00000,	0.939355,	0.497243,	0.703999,	0.190731,	0.260450,	0.694118,	0.200000,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.636364,	0.00000,	0.939355,	0.497243,	0.703999,	0.190731,	0.479100,	0.329412,	0.555556,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.727273,	1.00000,	0.950968,	0.423846,	0.789023,	0.151515,	0.652733,	0.317647,	0.555556,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.727273,	0.166667,	0.847742,	0.249139,	0.778703,	0.0570410,	0.504823,	0.352941,	0.300000,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.727273,	0.666667,	0.975484,	0.289456,	0.802627,	0.283422,	0.565916,	0.411765,	0.555556,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.818182,	1.00000,	0.953548,	0.156444,	0.802041,	0.156863,	0.591640,	0.105882,	0.555556,	0.00000,
 	1.00000,	0.250000,	0.428571,	0.181818,	0.00000,	0.889032,	0.176085,	0.112466,	0.0891266,	0.218650,	0.400000,	0.200000,	0.00000,
 	1.00000,	0.250000,	0.428571,	0.727273,	0.666667,	0.965161,	0.510682,	0.845198,	0.144385,	0.482315,	0.329412,	0.300000,	0.00000,
 	1.00000,	0.250000,	0.428571,	0.818182,	0.333333,	0.938065,	0.126809,	0.780931,	0.0926916,	0.440514,	0.364706,	0.355556,	0.00000,
 	1.00000,	0.125000,	0.428571,	0.818182,	1.00000,	0.953548,	0.156444,	0.802041,	0.156863,	0.424437,	0.235294,	0.0555556,	0.00000,
 	1.00000,	0.375000,	0.571429,	0.0909091,	0.833333,	0.638710,	0.0702963,	0.0929987,	0.0142602,	0.424437,	0.294118,	0.255556,	0.00000,
 	1.00000,	0.375000,	0.571429,	0.181818,	0.00000,	0.883871,	0.0785665,	0.0666119,	0.0730838,	0.379421,	0.282353,	0.300000,	0.00000,
 	1.00000,	0.375000,	0.571429,	0.181818,	1.00000,	0.910968,	0.172984,	0.110590,	0.171123,	0.270096,	0.364706,	0.500000,	0.00000,
 	1.00000,	0.375000,	0.571429,	0.727273,	0.500000,	0.967742,	0.274983,	0.794300,	0.319073,	0.495177,	0.317647,	0.300000,	0.00000,
 	1.00000,	0.250000,	0.428571,	0.181818,	0.166667,	0.895484,	0.0847691,	0.0700129,	0.0677362,	0.408360,	0.270588,	0.255556,	0.00000,
 	1.00000,	0.250000,	0.428571,	0.636364,	0.833333,	0.965161,	0.476568,	0.687581,	0.361854,	0.495177,	0.435294,	0.600000,	0.00000,
 	1.00000,	0.250000,	0.571429,	0.727273,	1.00000,	0.950968,	0.423846,	0.789023,	0.151515,	0.482315,	0.505882,	0.100000,	0.00000,
 	1.00000,	0.250000,	0.571429,	0.727273,	0.00000,	0.931613,	0.432116,	0.795825,	0.124777,	0.430868,	0.600000,	0.300000,	0.00000,
 	1.00000,	1.00000,	1.00000,	0.545455,	0.166667,	0.865806,	0.162646,	0.358274,	0.0695187,	0.508039,	0.317647,	0.255556,	0.00000,
 	1.00000,	0.00000,	0.285714,	0.727273,	0.166667,	0.932903,	0.442453,	0.802979,	0.124777,	0.627010,	0.270588,	0.200000,	0.00000,
 	1.00000,	0.125000,	0.428571,	0.727273,	0.00000,	0.931613,	0.432116,	0.795825,	0.124777,	0.633441,	0.282353,	0.155556,	0.00000,
 	1.00000,	0.00000,	0.00000,	0.636364,	0.333333,	0.990968,	0.340455,	0.592706,	0.235294,	0.678457,	0.188235,	0.455556,	0.00000,
 	1.00000,	0.875000,	0.571429,	0.636364,	0.666667,	0.921290,	0.368367,	0.612056,	0.222816,	0.610932,	0.423529,	0.944444,	0.00000,
 	1.00000,	0.00000,	0.00000,	0.545455,	0.833333,	0.920000,	0.172984,	0.338220,	0.155080,	0.463023,	0.447059,	0.555556,	0.00000,
 	1.00000,	0.125000,	0.428571,	0.636364,	0.333333,	0.990968,	0.340455,	0.592706,	0.235294,	0.694534,	0.200000,	0.555556,	0.00000,
 	1.00000,	0.625000,	0.428571,	0.636364,	0.500000,	0.987097,	0.450034,	0.669520,	0.185383,	0.810289,	0.0823529,	0.400000,	0.00000,
 	1.00000,	0.500000,	0.285714,	0.181818,	0.00000,	0.921290,	0.133012,	0.0922951,	0.110517,	0.353698,	0.294118,	0.555556,	0.00000,
 	1.00000,	0.875000,	0.142857,	0.727273,	0.166667,	0.847742,	0.249139,	0.778703,	0.0570410,	0.707395,	0.152941,	0.355556,	0.00000,
 	1.00000,	0.125000,	0.00000,	0.636364,	0.166667,	0.981935,	0.369400,	0.749619,	0.303030,	0.488746,	0.329412,	0.700000,	0.00000,
 	1.00000,	0.875000,	0.571429,	0.727273,	0.500000,	0.967742,	0.274983,	0.794300,	0.319073,	0.691318,	0.117647,	0.455556,	0.00000,
 	1.00000,	0.625000,	0.428571,	0.454545,	0.666667,	0.952258,	0.190558,	0.498886,	0.126560,	0.675241,	0.282353,	0.555556,	0.00000,
 	1.00000,	1.00000,	1.00000,	0.545455,	1.00000,	0.921290,	0.232598,	0.407294,	0.128342,	0.726688,	0.164706,	0.200000,	0.00000,
 	1.00000,	0.250000,	0.285714,	0.545455,	0.833333,	0.921290,	0.172640,	0.488097,	0.110517,	0.720257,	0.329412,	0.155556,	0.00000,
 	1.00000,	0.500000,	0.285714,	0.727273,	0.666667,	0.975484,	0.289456,	0.802627,	0.283422,	0.575563,	0.376471,	0.500000,	0.00000,
 	1.00000,	0.00000,	0.428571,	0.727273,	0.833333,	0.963871,	0.497243,	0.836754,	0.144385,	0.881029,	0.141176,	0.255556,	0.00000,
 	1.00000,	0.750000,	0.285714,	0.636364,	1.00000,	0.981935,	0.369400,	0.749619,	0.303030,	0.456592,	0.376471,	0.100000,	0.00000,
 	1.00000,	0.125000,	0.285714,	0.727273,	0.833333,	0.963871,	0.497243,	0.836754,	0.144385,	0.848875,	0.141176,	0.200000,	0.00000,
 	1.00000,	0.125000,	0.00000,	0.636364,	0.333333,	0.947097,	0.379394,	0.757828,	0.171123,	0.520900,	0.352941,	0.355556,	0.00000,
 	1.00000,	0.125000,	0.285714,	0.636364,	0.333333,	0.947097,	0.379394,	0.757828,	0.171123,	0.588424,	0.235294,	0.400000,	0.00000,
 	1.00000,	0.750000,	0.285714,	0.727273,	0.666667,	0.950968,	0.402481,	0.774129,	0.217469,	0.540193,	0.223529,	0.600000,	0.00000,
 	1.00000,	0.750000,	0.285714,	0.181818,	0.00000,	0.921290,	0.133012,	0.0922951,	0.110517,	0.446945,	0.164706,	0.300000,	0.00000,
 	1.00000,	0.625000,	0.285714,	0.636364,	0.500000,	0.987097,	0.450034,	0.669520,	0.185383,	0.581994,	0.305882,	0.400000,	0.00000,
 	1.00000,	0.625000,	0.142857,	0.181818,	0.833333,	0.927742,	0.168849,	0.108479,	0.139037,	0.418006,	0.188235,	0.900000,	0.00000,
 	1.00000,	0.875000,	0.571429,	0.727273,	0.833333,	0.952258,	0.413508,	0.781635,	0.153298,	0.501608,	0.482353,	0.155556,	0.00000,
 	1.00000,	0.875000,	0.428571,	0.727273,	1.00000,	0.916129,	0.306340,	0.816817,	0.0855615,	0.501608,	0.611765,	0.200000,	0.00000,
 	1.00000,	0.625000,	0.428571,	0.181818,	0.500000,	0.854194,	0.0589249,	0.0552363,	0.0534759,	0.0996785,	0.647059,	0.455556,	0.00000,
